configuration,price_ngn,predicted_next_price,random_walk_price
capacity-controlled (CV-selected on V0),1505,1279.2805751142726,1505.0
capacity-controlled (CV-selected on V0),1510,1279.2805751142726,1510.0
capacity-controlled (CV-selected on V0),1515,1279.2805751142726,1515.0
capacity-controlled (CV-selected on V0),1520,1279.2805751142726,1520.0
capacity-controlled (CV-selected on V0),1525,1279.2805751142726,1525.0
capacity-controlled (CV-selected on V0),1530,1279.2805751142726,1530.0
capacity-controlled (CV-selected on V0),1535,1262.6007790610363,1535.0
capacity-controlled (CV-selected on V0),1540,1262.6007790610363,1540.0
capacity-controlled (CV-selected on V0),1545,1262.6007790610363,1545.0
capacity-controlled (CV-selected on V0),1550,1262.6007790610363,1550.0
capacity-controlled (CV-selected on V0),1555,1262.6007790610363,1555.0
capacity-controlled (CV-selected on V0),1560,1262.6007790610363,1560.0
capacity-controlled (CV-selected on V0),1565,1262.6007790610363,1565.0
capacity-controlled (CV-selected on V0),1570,1262.6007790610363,1570.0
capacity-controlled (CV-selected on V0),1575,1262.6007790610363,1575.0
capacity-controlled (CV-selected on V0),1580,1277.6051746432354,1580.0
capacity-controlled (CV-selected on V0),1585,1277.6051746432354,1585.0
capacity-controlled (CV-selected on V0),1590,1277.6051746432354,1590.0
capacity-controlled (CV-selected on V0),1595,1277.6051746432354,1595.0
capacity-controlled (CV-selected on V0),1600,1277.6051746432354,1600.0
capacity-controlled (CV-selected on V0),1605,1277.6051746432354,1605.0
capacity-controlled (CV-selected on V0),1610,1277.6051746432354,1610.0
capacity-controlled (CV-selected on V0),1615,1360.0793564730884,1615.0
capacity-controlled (CV-selected on V0),1620,1360.0793564730884,1620.0
capacity-controlled (CV-selected on V0),1625,1360.0793564730884,1625.0
capacity-controlled (CV-selected on V0),1630,1360.0793564730884,1630.0
capacity-controlled (CV-selected on V0),1635,1360.0793564730884,1635.0
capacity-controlled (CV-selected on V0),1640,1360.0793564730884,1640.0
capacity-controlled (CV-selected on V0),1645,1360.0793564730884,1645.0
capacity-controlled (CV-selected on V0),1650,1360.0793564730884,1650.0
capacity-controlled (CV-selected on V0),1655,1360.0793564730884,1655.0
capacity-controlled (CV-selected on V0),1660,1360.0793564730884,1660.0
capacity-controlled (CV-selected on V0),1665,1360.0793564730884,1665.0
capacity-controlled (CV-selected on V0),1670,1360.0793564730884,1670.0
capacity-controlled (CV-selected on V0),1675,1360.0793564730884,1675.0
capacity-controlled (CV-selected on V0),1680,1360.0793564730884,1680.0
capacity-controlled (CV-selected on V0),1685,1360.0793564730884,1685.0
capacity-controlled (CV-selected on V0),1690,1360.0793564730884,1690.0
capacity-controlled (CV-selected on V0),1695,1360.0793564730884,1695.0
capacity-controlled (CV-selected on V0),1700,1360.0793564730884,1700.0
capacity-controlled (CV-selected on V0),1705,1360.0793564730884,1705.0
capacity-controlled (CV-selected on V0),1710,1360.0793564730884,1710.0
capacity-controlled (CV-selected on V0),1715,1360.0793564730884,1715.0
capacity-controlled (CV-selected on V0),1720,1360.0793564730884,1720.0
capacity-controlled (CV-selected on V0),1725,1360.0793564730884,1725.0
capacity-controlled (CV-selected on V0),1730,1360.0793564730884,1730.0
capacity-controlled (CV-selected on V0),1735,1360.0793564730884,1735.0
capacity-controlled (CV-selected on V0),1740,1360.0793564730884,1740.0
capacity-controlled (CV-selected on V0),1745,1360.0793564730884,1745.0
capacity-controlled (CV-selected on V0),1750,1360.0793564730884,1750.0
capacity-controlled (CV-selected on V0),1755,1360.0793564730884,1755.0
capacity-controlled (CV-selected on V0),1760,1360.0793564730884,1760.0
capacity-controlled (CV-selected on V0),1765,1360.0793564730884,1765.0
capacity-controlled (CV-selected on V0),1770,1360.0793564730884,1770.0
capacity-controlled (CV-selected on V0),1775,1360.0793564730884,1775.0
capacity-controlled (CV-selected on V0),1780,1360.0793564730884,1780.0
capacity-controlled (CV-selected on V0),1785,1360.0793564730884,1785.0
capacity-controlled (CV-selected on V0),1790,1360.0793564730884,1790.0
capacity-controlled (CV-selected on V0),1795,1360.0793564730884,1795.0
capacity-controlled (CV-selected on V0),1800,1360.0793564730884,1800.0
