vendor_pcra_pct_range_pp,month_pcra_pct_range_pp,max_within_vendor_across_month_range_pp,finding
91.0976,8.377,9.9255,"Myle Technologies Inc is a perfect (but negligible-coverage) predictor: 100.0% PCRA rate on 1,623 trips (0.0040% of all trips). Among the 2 vendor(s) carrying essentially all volume (100.00% of trips), vendor alone is a WEAK predictor (rates 8.90%-10.08%, a 1.18 pp spread), while month is a much STRONGER one within each of them (within-vendor swings of 5.27-9.93 pp across 2024's twelve months). Neither vendor nor month, nor the two combined, fully explains the pattern for these vendors: monthly rates range from about 4.1% to 14.0%, never collapsing to a clean 0%/100% split the way it does for the negligible-volume vendor(s) above."
